plant_id,company,country,status,claim_id,kind,product,value_t_per_year,value_native,as_of,basis,scope,chem,scale,bundle,duplicate_of,supersedes,superseded_by,target_date,counted_operating,counted_pipeline,counted_upper_only,public_confidence,caveats,note,source_tier,source_publisher,source_type,source_date,source_url,source_count,source_ids,source_urls,source_roles
p007,Rongtong Hi-Tech (融通高科),China,Operating,p007.c5,capacity,CAM,180000,10 + 8 万吨/年 evidenced site floor,2026-02,built,company,LFP,commercial,,,p007.c4,,,Y,,,High,"stated as a floor; evidenced site floor — exact site components only; excluded sites and conflicting totals do not count; one or more site components are arithmetic differences with operands disclosed; nameplate capacity, not actual output","Evidenced site floor, not a company-total estimate: 100,000 t/y at Jiangyou is transparently derived from the latest detailed government account (200,000 t/y expected total minus the 100,000 t/y workshop still under construction), while Neijiang phase one is directly stated at 80,000 t/y and was reported in normal mass production. The floor excludes Daye, the unconfirmed Jiangyou 40,000 t/y LMFP project, Neijiang capacity beyond phase one, Tongling precursor, and any residual implied by SPIR's superseded ~300,000 t/y trade claim. Nameplate is not actual output.",primary,Jiangyou Industry and Information Technology Bureau,official production report,2026-02-06,http://www.jiangyou.gov.cn/jysrmzf/BMDT/202602/d81e11c28d7f4652bbd56a61deea4983.shtml,8,s_rt_jy_orders_2026; s_rt_nj_phase1_80k; s_rt_nj_phase1_production; s_rt_jy_resume_2026; s_rt_nj_digital_2025; s_rt_jy_150k_eia; s_rt_jy_formed_150k; s_rt_nj_200k_eia,http://www.jiangyou.gov.cn/jysrmzf/BMDT/202602/d81e11c28d7f4652bbd56a61deea4983.shtml; https://www.neijiang.gov.cn/njs/xmjsqk/202304/ae503e5aa90c438aa8d2254b8346b41b.shtml; https://www.neijiang.gov.cn/njs/xmjsqk/202310/8e8f9c99aab643369f7a684379d25a43.shtml; http://www.jiangyou.gov.cn/jysrmzf/c104308/202602/a58011ad050e418fa2ed22c7ac4db8d8.shtml; https://www.neijiang.gov.cn/njs/bmdt/202502/6aeed2711e0a4f91a161ed1f868d51d9.shtml; https://sthjj.my.gov.cn/myssthjj/c100964/202207/2b948b11a18443829d9df17187efd0e3.shtml; http://www.jiangyou.gov.cn/jysrmzf/c104359/202410/b02b5bec7f314a2c9bb068b1808ba2b1.shtml; https://www.neijiang.gov.cn/sthjj/zfxxgk/zhengc/qtwj/202304/fdd6639ed3634560b324341e0df9a45f.shtml,"s_rt_jy_orders_2026: Jiangyou operating-floor arithmetic: 200,000 t/y expected total less 100,000 t/y still under construction; 16 existing lines fully operating; s_rt_nj_phase1_80k: Exact Neijiang phase-one component: 80,000 t/y LFP; the separate 40,000 t/y FePO4 line is excluded; s_rt_nj_phase1_production: Primary confirmation that Neijiang phase one entered normal mass production; does not expand the 80,000 t/y component; s_rt_jy_resume_2026: Fresh Jiangyou operating-status evidence; does not restate nameplate; s_rt_nj_digital_2025: Fresh Neijiang producer-activity evidence; does not restate nameplate or output; s_rt_jy_150k_eia: Original 150,000 t/y Jiangyou project design; approval evidence only, not built-capacity proof; s_rt_jy_formed_150k: Conflicting general 2025 Jiangyou statement; excluded in favour of the later detailed 100,000 + 100,000 t/y account; s_rt_nj_200k_eia: Overlapping approved Neijiang plan (160,000 LFP + 40,000 LMFP); excluded beyond the proven 80,000 t/y operating phase"
p007,Rongtong Hi-Tech (融通高科),China,Operating,p007.c6,capacity,CAM,100000,10万吨/年,2026-02-06,construction,site,LFP,commercial,,,,,2026,,Y,,High,,"Jiangyou workshop 105's 16 lines were under construction and were expected to add 100,000 t/y, taking the site to 200,000 t/y. On commissioning, this addition must move from pipeline to operating rather than be added on top of a 200,000 t/y site total.",primary,Jiangyou Industry and Information Technology Bureau,official production report,2026-02-06,http://www.jiangyou.gov.cn/jysrmzf/BMDT/202602/d81e11c28d7f4652bbd56a61deea4983.shtml,1,s_rt_jy_orders_2026,http://www.jiangyou.gov.cn/jysrmzf/BMDT/202602/d81e11c28d7f4652bbd56a61deea4983.shtml,
p007,Rongtong Hi-Tech (融通高科),China,Operating,p007.c7,capacity,CAM,150000,15万吨/年,2025-09-25,reported,site,LFP,commercial,,,,,,,,,High,stated as a floor,"Conflict record: a general Jiangyou government profile states 150,000 t/y of LFP capacity had been formed. It is excluded from totals because the later, more detailed February-2026 report identifies 16 operating lines and a separate 100,000 t/y workshop under construction, implying a 100,000 t/y current operating floor.",primary,Jiangyou People's Government,official investment-environment profile,2025-09-25,http://www.jiangyou.gov.cn/jysrmzf/c104359/202410/b02b5bec7f314a2c9bb068b1808ba2b1.shtml,1,s_rt_jy_formed_150k,http://www.jiangyou.gov.cn/jysrmzf/c104359/202410/b02b5bec7f314a2c9bb068b1808ba2b1.shtml,
p008,Pulead Technology / Beida Pioneer (北大先行),China,Operating,p008.c1,qualitative,CAM,,,2024,reported,company,LFP,commercial,,,,,,,,,Low,,Entered top-10 in 2024; early LFP maker (est. 1999); no figure in seed,trade,EnergyTrend (TrendForce),trade press,2023-06-28,https://www.energytrend.com/news/20230628-32610.html,1,s055,https://www.energytrend.com/news/20230628-32610.html,
p008,Pulead Technology / Beida Pioneer (北大先行),China,Operating,p008.c2,capacity,CAM,185000,,2023-06,built,company,LFP,commercial,,,,,,Y,,,High,"durable nameplate — exact primary components; current operation corroborated separately; nameplate capacity, not actual output","Two Western Mining SSE filings state and independently reconstruct 185,000 t/y as 25,000 t/y legacy capacity plus a 160,000 t/y phase-1 line that entered trial feed-in production in May 2023. EVTank's 2025 top-10 list and SPIR's H1-2026 #11 ranking confirm current commercial activity but do not restate the exact capacity. This is durable built nameplate, not actual output; the filing's valuation model projected a multi-year ramp from 40,000 t in 2023 toward about 135,000 t in 2027. The separate 140,000 t/y phase 2 remains planned only.",mixed,SSE announcement by 西部矿业 (Eastmoney mirror),exchange announcement,2023-06-14,https://pdf.dfcfw.com/pdf/H2_AN202306141590945065_1.pdf,4,s_pulead_wm; s_pulead_inquiry; s_rt_top10exit; s_rt_h1_26,https://pdf.dfcfw.com/pdf/H2_AN202306141590945065_1.pdf; https://static.cninfo.com.cn/finalpage/2023-06-21/1217106434.PDF; https://finance.sina.com.cn/roll/2026-01-30/doc-inhkakfm3646531.shtml; https://finance.sina.com.cn/wm/2026-07-06/doc-inifxatp1743108.shtml,"s_pulead_wm: Exact 185,000 t/y nameplate statement; s_pulead_inquiry: Independent 25,000 + 160,000 t/y reconstruction and trial-production disclosure; s_rt_top10exit: 2025 top-10 shipment status; does not restate capacity; s_rt_h1_26: H1-2026 #11 shipment status; does not restate capacity"
p008,Pulead Technology / Beida Pioneer (北大先行),China,Operating,p008.c3,capacity,CAM,140000,,2023-06-14,planned,company,LFP,commercial,,,,,,,Y,,High,,"Same filing: phase-2 140,000 t/y LFP planned.",primary,SSE announcement by 西部矿业 (Eastmoney mirror),exchange announcement,2023-06-14,https://pdf.dfcfw.com/pdf/H2_AN202306141590945065_1.pdf,1,s_pulead_wm,https://pdf.dfcfw.com/pdf/H2_AN202306141590945065_1.pdf,
p009,Beijing Easpring / Dangsheng (当升科技),China,Operating,p009.c1,capacity,CAM,300000,,,announced,company,L(M)FP-unsplit,commercial,,,,p009.c2,,,,,Low,"superseded by p009.c2 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed",300 kt L(M)FP JV with Sichuan Shudao — announced; a 'first-four' LMFP investor,company,www.easpring.com.cn,company website,,http://www.easpring.com.cn/english/,1,s056,http://www.easpring.com.cn/english/,
p009,Beijing Easpring / Dangsheng (当升科技),China,Operating,p009.c2,capacity,CAM,120000,,2026-03,built,company,L(M)FP-unsplit,commercial,,,p009.c1,,,Y,,,High,,"FY2025 AR: '攀枝花基地…首期项目年产12万吨磷酸（锰）铁锂材料主体产线已建成投产'. Chemistry filed as 磷酸（锰）铁锂 — unsplit, headline band only. Supersedes the seed's 300k 'announced' aggregate (which bundled built + planned).",primary,SZSE / CNINFO,annual report,2026-03-31,http://static.cninfo.com.cn/finalpage/2026-03-31/1225057127.PDF,1,s_easpring_ar25,http://static.cninfo.com.cn/finalpage/2026-03-31/1225057127.PDF,
p009,Beijing Easpring / Dangsheng (当升科技),China,Operating,p009.c3,capacity,CAM,180000,,2022-12-02,planned,company,L(M)FP-unsplit,commercial,,,,,2028,,Y,,High,,"Remainder of the 300,000 t/y Shudao cooperation agreement (2022-070; completion/ramp by 2028-12-31, pace adjusted to market; long-term +200 kt more not counted). Start of the remaining 180 kt not yet observed in filings.",primary,SZSE (Sina mirror),exchange announcement,2022-12-02,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESZ_STOCK/2022/2022-12/2022-12-02/8704379.PDF,1,s_easpring_jv22,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESZ_STOCK/2022/2022-12/2022-12-02/8704379.PDF,
p009,Beijing Easpring / Dangsheng (当升科技),China,Operating,p009.c4,capacity,CAM,150000,,2026-04-16,planned,site,LFP,commercial,,,,,,,Y,,High,,"Kunming (Anning Industrial Park, Caopu) 150,000 t/y LFP line — announcement 2026-021 with the Youshan-affiliate stake purchases; ~RMB 4.49bn project investment, 14-month build.",primary,SZSE,exchange announcement,2026-04-16,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-16/a5102dab-4910-44a7-bc53-3887f6f73290.PDF,1,s_easpring_km,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-16/a5102dab-4910-44a7-bc53-3887f6f73290.PDF,
p009,Beijing Easpring / Dangsheng (当升科技),China,Operating,p009.c5,capacity,FePO4,200000,,2026-04-16,planned,site,FePO4,commercial,,,,,,,,,High,,"Same announcement: 200,000 t/y high-performance iron-phosphate precursor project (planned — not in the built-precursor stat).",primary,SZSE,exchange announcement,2026-04-16,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-16/a5102dab-4910-44a7-bc53-3887f6f73290.PDF,1,s_easpring_km,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-16/a5102dab-4910-44a7-bc53-3887f6f73290.PDF,
p010,Ronbay Technology (容百科技),China,Operating,p010.c1,capacity,CAM,20000,,,reported,site,LMFP,commercial,,,,p010.c3,,,,,Low,"superseded by p010.c3 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed","Korea plant, 20 kt LMFP",weak,Wikipedia,encyclopedia,,https://en.wikipedia.org/wiki/Ronbay_Technology,1,s057,https://en.wikipedia.org/wiki/Ronbay_Technology,
p010,Ronbay Technology (容百科技),China,Operating,p010.c2,share,CAM,,,2025-H1,reported,company,LMFP,commercial,,,,,,,,,Low,,LMFP co-leader — ~80% of H1-2025 LMFP shipments jointly with Hengchuang; no absolute base disclosed,weak,Wikipedia,encyclopedia,,https://en.wikipedia.org/wiki/Ronbay_Technology,1,s057,https://en.wikipedia.org/wiki/Ronbay_Technology,
p010,Ronbay Technology (容百科技),China,Operating,p010.c3,capacity,CAM,20000,,2023-08-21,construction,site,LMFP,commercial,,,p010.c1,,2026,,Y,,High,,"Filing 2023-064: Chungju 20,000 t/y LMFP project (≤RMB 642m), originally trial production H1-2025; company statement Dec-2024: '韩国2万吨产能建设已完成论证，预计2026年实现量产'. FY2024/FY2025 ARs list Korea capacity as ternary only — the LMFP line is NOT confirmed built. Moved from operating to pipeline.",primary,SSE STAR,exchange announcement,2023-08-21,https://star.sse.com.cn/disclosure/listedinfo/announcement/c/new/2023-08-21/688005_20230821_E050.pdf,1,s_ronbay_kr,https://star.sse.com.cn/disclosure/listedinfo/announcement/c/new/2023-08-21/688005_20230821_E050.pdf,
p010,Ronbay Technology (容百科技),China,Operating,p010.c4,capacity,CAM,10000,,2024-12,built,company,LMFP,commercial,,,,,,Y,,,Low,,"'国内磷酸锰铁锂固相1万吨产能项目已建设完成' — domestic 10,000 t/y solid-phase LMFP complete (company statement via CLS). FY2025 AR: LMFP 满产满销, sales doubled third year running — no nameplate stated.",trade,财联社 (company investor-platform reply),trade press,2024-12-12,https://m.cls.cn/detail/1887173,1,s_ronbay_cls,https://m.cls.cn/detail/1887173,
p011,XTC New Energy / Xiamen Tungsten (厦钨新能),China,Operating,p011.c1,capacity,CAM,80000,,,planned,site,L(M)FP-unsplit,commercial,,,,p011.c2,,,,,Low,"superseded by p011.c2 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed",Ya'an LFP/LMFP project ~80 kt planned,weak,CB Insights,company profile,,https://www.cbinsights.com/company/xtc-new-energy,1,s058,https://www.cbinsights.com/company/xtc-new-energy,
p011,XTC New Energy / Xiamen Tungsten (厦钨新能),China,Operating,p011.c2,capacity,CAM,40000,,2026-04,built,company,LFP,commercial,,,p011.c1,,,Y,,,High,,"Existing Ya'an L(M)FP capacity = 40,000 t/y, stated via the 2026-013 announcement ('建成后…产能将达到 80,000 吨/年' after the NEW 40,000 t line — arithmetic on the filing's own figures). FY2025 AR: liquid-phase LFP ph-1 in volume production/sales, ph-2 equipment installed and commissioning. Supersedes the weak-tier seed figure.",primary,SSE STAR / CNINFO,exchange announcement,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225146636.PDF,1,s_xtc_ann013,https://static.cninfo.com.cn/finalpage/2026-04-23/1225146636.PDF,
p011,XTC New Energy / Xiamen Tungsten (厦钨新能),China,Operating,p011.c3,capacity,CAM,40000,,2026-04-23,planned,site,LMFP,commercial,,,,,2028-06,,Y,,High,,"NEW 40,000 t/y 磷酸铁（锰）锂 (LFMP) line, Ya'an EDZ: capital increase RMB 700m, total ~RMB 734m, 25-month build, production planned June 2028.",primary,SSE STAR / CNINFO,exchange announcement,2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225146636.PDF,1,s_xtc_ann013,https://static.cninfo.com.cn/finalpage/2026-04-23/1225146636.PDF,
p011,XTC New Energy / Xiamen Tungsten (厦钨新能),China,Operating,p011.c4,shipments,CAM,22000,,2025,reported,company,LFP,commercial,,,,,,,,,High,"market observation, not nameplate","FY2025 AR: LFP sales 2.20万吨, +2,170.77% YoY.",primary,SSE (Sina mirror),annual report,2026-04-23,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2026/2026-4/2026-04-23/12142192.PDF,1,s_xtc_ar25,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2026/2026-4/2026-04-23/12142192.PDF,
p012,Gotion High-tech (国轩高科),China,Operating,p012.c1,capacity,CAM,50000,,,built,company,LFP,commercial,,,,p012.c3,,,,,Low,"superseded by p012.c3 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed",own CAM 50 kt (Hefei/Lujiang); in-house since 2007,trade,electrive,trade press,2022-06-09,https://www.electrive.com/2022/06/09/gotion-launches-production-of-lfp-cathode-materials/,1,s059,https://www.electrive.com/2022/06/09/gotion-launches-production-of-lfp-cathode-materials/,
p012,Gotion High-tech (国轩高科),China,Operating,p012.c2,capacity,CAM,200000,,,target,company,LFP,commercial,,,,p012.c4,,,,,Low,"superseded by p012.c4 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; company target — counts toward no total",expansion target 200 kt; LMFP in Astroinno L600,trade,electrive,trade press,2022-06-09,https://www.electrive.com/2022/06/09/gotion-launches-production-of-lfp-cathode-materials/,1,s059,https://www.electrive.com/2022/06/09/gotion-launches-production-of-lfp-cathode-materials/,
p012,Gotion High-tech (国轩高科),China,Operating,p012.c3,capacity,CAM,142000,,2024-11,reported,company,LFP,commercial,,,p012.c1,p012.c5,,,,,Low,"superseded by p012.c5 — shown for history, counts toward no total","Historical v0.2 record: the trade article reports 142,000 t/y, but this record incorrectly attributed that arithmetic to the quoted investor-platform reply. The reply only confirms full self-supply. Superseded by p012.c5's transparent 42,000 + 100,000 t/y component sum.",trade,碳索储能网,trade press,2024-11-26,https://cn.solarbe.com/news/20241126/91516.html,1,s_gotion_142k,https://cn.solarbe.com/news/20241126/91516.html,
p012,Gotion High-tech (国轩高科),China,Operating,p012.c4,capacity,CAM,200000,,2026-01-07,construction,company,LFP,commercial,,,p012.c2,,,,Y,,Low,,"200,000 t/y 4th-generation LFP CAM project construction formally started 2026-01-06 (Lujiang). Supersedes the seed's 200k 'target' — now under construction. Unclear whether identical to Kehong's earlier planned 200k or incremental.",trade,中国粉体网,trade press,2026-01-07,https://news.cnpowder.com.cn/87285.html,1,s_gotion_200k,https://news.cnpowder.com.cn/87285.html,
p012,Gotion High-tech (国轩高科),China,Operating,p012.c5,capacity,CAM,142000,,2024-11,reported,site,LFP,commercial,,,p012.c3,,,Y,,,Medium,derived component sum — all component sources listed,"Transparent component sum: 42,000 t/y at the legacy Lujiang materials base plus 100,000 t/y at Gotion Kehong (50,000 t/y phase 1 + 50,000 t/y phase 2). A Nov-2024 trade article independently reports the same 142,000 t/y total. Its quoted investor-platform reply confirms full self-supply, not the arithmetic; p012.c3's attribution is superseded. The separate 200,000 t/y four-phase plan remains pipeline only.",mixed,碳索储能网,trade press,2024-11-26,https://cn.solarbe.com/news/20241126/91516.html,4,s_gotion_142k; s_gotion_42k_recruitment; s_gotion_42k_field_visit; s_gotion_kehong_100k,https://cn.solarbe.com/news/20241126/91516.html; https://jy.slu.edu.cn/2022/0913/c556a39698/page.htm; http://www.ahmba.com/m/info/298; https://www.gotion.com.cn/newsInfo/351,
p013,Chongqing Terui (重庆特瑞),China,Operating,p013.c1,capacity,CAM,60000,,,reported,company,LFP,commercial,,,,p013.c2,,,,,Low,"superseded by p013.c2 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed",~60 kt (48 lines); top-10,company,en.cqterui.cn,company website,,http://en.cqterui.cn/company_1.html,1,s060,http://en.cqterui.cn/company_1.html,
p013,Chongqing Terui (重庆特瑞),China,Operating,p013.c2,capacity,CAM,100000,,2023-02,built,company,LFP,commercial,,,p013.c1,p013.c3,,,,,High,"superseded by p013.c3 — shown for history, counts toward no total; derived component sum — all component sources listed","Primary filings establish 100,000 t/y built/design nameplate as 40,000 t/y operating in August 2022 plus an additional 60,000 t/y confirmed commissioned by February 2023. The merger termination is not evidence against the build: the listed-company announcement says the sellers sought revised valuation and performance terms because the new capacity was operating and results were better than expected. No post-2023 source confirms current utilization or output. Last disclosed output was 6,711 t (2020) and 11,489 t (2021), so 100,000 t/y must not be read as current production.",mixed,SSE inquiry reply (证券日报 print of 万里股份 disclosure),exchange inquiry reply,2022-08-18,http://epaper.zqrb.cn/images/2022-08/18/D49/zqrb20220818D49.pdf,3,s_terui_reply; s_terui_termination; s_terui_yicai,http://epaper.zqrb.cn/images/2022-08/18/D49/zqrb20220818D49.pdf; https://static.cninfo.com.cn/finalpage/2023-02-21/1215908341.PDF; https://m.yicai.com/news/101681021.html,"s_terui_reply: 40,000 t/y operating plus 60,000 t/y under construction; 100,000 t/y design; s_terui_termination: Primary confirmation that the additional 60,000 t/y had entered production; s_terui_yicai: Independent report quoting the commissioning and merger-termination disclosure"
p013,Chongqing Terui (重庆特瑞),China,Operating,p013.c3,capacity,CAM,100000,,2023-02,built,company,LFP,commercial,,,p013.c2,,,Y,,,High,derived component sum — all component sources listed,"Primary filings establish the historical 100,000 t/y built nameplate as 40,000 + 60,000 t/y, and the official Zhongxian design notice resolves the project entity/site. Fresh county records show that the Zhongxian enterprise continued to employ manufacturing staff, undertake green/intelligent retrofits and carbon reporting, and add battery R&D activity in 2025-2026. Those records do not confirm current LFP production, output or utilization, so they are labelled as context and do not upgrade the capacity grade.",primary,SSE inquiry reply (证券日报 print of 万里股份 disclosure),exchange inquiry reply,2022-08-18,http://epaper.zqrb.cn/images/2022-08/18/D49/zqrb20220818D49.pdf,6,s_terui_reply; s_terui_termination; s_terui_zhongxian_design_2021; s_terui_zhongxian_env_2025; s_terui_zhongxian_jobs_2025; s_terui_zhongxian_innovation_2026,http://epaper.zqrb.cn/images/2022-08/18/D49/zqrb20220818D49.pdf; https://static.cninfo.com.cn/finalpage/2023-02-21/1215908341.PDF; http://www.zhongxian.gov.cn/bm/zxghzrzyj/gggsghzrzyj/202111/t20211110_9944371.html; http://www.zhongxian.gov.cn/bm/zxsthjj/gggssthjj/202504/t20250408_14499684.html; http://www.zhongxian.gov.cn/bm/zxrlsbj/zwgk_34581/jczwgk_132522/jycyly/gxbysjyfw/jyjxbtsl/qtxxgk/202511/t20251104_15138070.html; http://www.zhongxian.gov.cn/bm/zxjjxxw/gsggjjxxw/202607/t20260729_15869332.html,"s_terui_reply: Exact historical component evidence: 40,000 t/y operating plus 60,000 t/y under construction; s_terui_termination: Primary confirmation that the additional 60,000 t/y had entered production by February 2023; s_terui_zhongxian_design_2021: Official entity/site record for the Zhongxian 100,000 t/y project; design evidence only; s_terui_zhongxian_env_2025: Recent industrial-activity context; does not confirm LFP production or restate capacity; s_terui_zhongxian_jobs_2025: Recent manufacturing-employment context; does not confirm line utilization; s_terui_zhongxian_innovation_2026: Current enterprise/R&D context; does not confirm cathode production"
p014,Wanhua Chemical (万华化学),China,Announced,p014.c1,capacity,CAM,120000,,,announced,site,LFP,commercial,,,,,,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,Sichuan +120 kt,company,en.whchem.com,company website,,https://en.whchem.com/cmscontent/832.html,1,s061,https://en.whchem.com/cmscontent/832.html,
p014,Wanhua Chemical (万华化学),China,Announced,p014.c2,capacity,CAM,100000,,,announced,site,LFP,commercial,,,,,2026,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,Shandong 100 kt (~2026); IBU-tec Europe JV,company,en.whchem.com,company website,,https://en.whchem.com/cmscontent/832.html,1,s061,https://en.whchem.com/cmscontent/832.html,
p014,Wanhua Chemical (万华化学),China,Announced,p014.c3,capacity,CAM,500000,,2025-02-28,planned,site,LFP,commercial,,,,,2032,,Y,,Low,,"Haiyang (Shandong) base ground broken 2025-02-24 (RMB 16.8bn): 500,000 t/y LFP CAM planned, full production by end-2032. Provincial platform (Mar 2026) lists three Wanhua projects totalling 1.05 Mt planned incl. Laizhou 650k — overlap with this and the seed's Shandong 100k unresolved, so ONLY Haiyang is added. Wanhua acquired Yantai Zhuoneng's cell unit in Apr 2020 (see p021).",trade,Sina Finance,trade press,2025-02-28,https://finance.sina.com.cn/jjxw/2025-02-28/doc-inemzuik9893891.shtml,1,s_wanhua_hy,https://finance.sina.com.cn/jjxw/2025-02-28/doc-inemzuik9893891.shtml,
p015,LB Group / Lomon Billions (龙佰集团),China,Operating,p015.c1,capacity,CAM,200000,,2022,built,company,LFP,commercial,,,,p015.c2,,,,,Medium,"superseded by p015.c2 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending",~200 kt added 2022; TiO2 by-product (ferrous sulfate) integrated,company,www.lomonbillions.com,company website,,https://www.lomonbillions.com/,1,s062,https://www.lomonbillions.com/,
p015,LB Group / Lomon Billions (龙佰集团),China,Operating,p015.c2,capacity,CAM,50000,,2025-12-31,built,company,LFP,commercial,,,p015.c1,,,Y,,,High,,"CORRECTION: FY2025 AR (same wording FY2024): '磷酸铁锂产能 5 万吨/年，磷酸铁产能 10 万吨/年' — LFP is 50,000 t/y, NOT the seed's '~200 kt added 2022' (2021-era ambition, since scaled back: management publicly '已收缩关于磷酸铁、磷酸铁锂的后续投资'). No LFP output/sales disclosed in filings — utilization unconfirmed.",primary,SZSE (10jqka mirror),annual report,2026-04,http://notice.10jqka.com.cn/api/pdf/1a1f729b0db274c2.pdf,1,s_lb_ar25,http://notice.10jqka.com.cn/api/pdf/1a1f729b0db274c2.pdf,
p015,LB Group / Lomon Billions (龙佰集团),China,Operating,p015.c3,capacity,FePO4,100000,,2025-12-31,built,company,FePO4,commercial,,,,,,,,,High,,"FY2025 AR: 100,000 t/y iron phosphate; 2025 output 97,600 t (+72.17%), sales 96,000 t. Phase 3 (100k) of the 200k project in commissioning — not yet nameplate.",primary,SZSE (10jqka mirror),annual report,2026-04,http://notice.10jqka.com.cn/api/pdf/1a1f729b0db274c2.pdf,1,s_lb_ar25,http://notice.10jqka.com.cn/api/pdf/1a1f729b0db274c2.pdf,
p016,CNNC Huayuan Titanium Dioxide (中核钛白),China,Exited / cancelled,p016.c1,capacity,CAM,500000,,,planned,company,LFP,commercial,,,,p016.c2,,,,,Low,"superseded by p016.c2 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed",500 kt planned in 3 phases (~$1.9 B); acquired Zhaoqing Helin Liye,trade,Yicai Global,trade press,,https://www.yicaiglobal.com/news/china-huayuan-titanium-to-build-usd19-billion-lithium-iron-phosphate-plant,1,s063,https://www.yicaiglobal.com/news/china-huayuan-titanium-to-build-usd19-billion-lithium-iron-phosphate-plant,
p016,CNNC Huayuan Titanium Dioxide (中核钛白),China,Exited / cancelled,p016.c2,capacity,CAM,500000,,2025-06-02,cancelled,company,LFP,commercial,,,p016.c1,,,,,,Low,,"Terminated 2025-06-02 (announcement quoted by 扬子晚报/Sina): '拟终止…年产50万吨磷酸铁项目'. Reason: downstream supply-demand shift, demand growth slowed. Investment-amount conflict across reports (33.85亿 committed vs 38.3亿 total) — both reported, different bases.",trade,扬子晚报 (quoting 2025-06-02 announcement),trade press,2025-06-02,https://www.yzwb.net/news/ch/202506/t20250602_215840.html,1,s_cnnc_term,https://www.yzwb.net/news/ch/202506/t20250602_215840.html,
p016,CNNC Huayuan Titanium Dioxide (中核钛白),China,Exited / cancelled,p016.c3,capacity,FePO4,100000,,2025-06,built,company,FePO4,commercial,,,,,,,,,Low,,'已建成10万吨/年磷酸铁装置并实现销售' — 100 kt/y FePO4 built and selling; 2024 utilization 1.95%.,trade,Sina Finance,trade press,2025-06-04,https://finance.sina.com.cn/roll/2025-06-04/doc-ineyximx0157415.shtml,1,s_cnnc_util,https://finance.sina.com.cn/roll/2025-06-04/doc-ineyximx0157415.shtml,
p017,"Hengchuang Nano (珩创纳米, Jiangsu Hengchuang)",China,Operating,p017.c1,capacity,CAM,130000,,,planned,site,LMFP,commercial,,,,p017.c4,,,,,Low,"superseded by p017.c4 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed",130 kt planned (Ningxia); bought Dow's LMFP patents,trade,36Kr,trade press,,https://eu.36kr.com/en/p/3746236378202631,1,s064,https://eu.36kr.com/en/p/3746236378202631,
p017,"Hengchuang Nano (珩创纳米, Jiangsu Hengchuang)",China,Operating,p017.c2,share,CAM,,,2025-H1,reported,company,LMFP,commercial,,,,,,,,,Low,,LMFP co-leader ~80% H1-2025 jointly with Ronbay; new entrant 2022,trade,36Kr,trade press,,https://eu.36kr.com/en/p/3746236378202631,1,s064,https://eu.36kr.com/en/p/3746236378202631,
p017,"Hengchuang Nano (珩创纳米, Jiangsu Hengchuang)",China,Operating,p017.c3,capacity,CAM,15000,,2024-04,built,company,LMFP,commercial,,,,,,Y,,,Low,,"Yancheng base: 15,000 t/y LMFP operating ('2024年4月底，年产1万吨产线建成，总产能达1.5万吨'; 'stable operation' May 2025). First 5,000 t line onstream end-2022.",trade,新华日报财经,provincial official media,2026-03-10,https://www.xhby.net/content/s69afe938e4b0a737d394c74c.html,1,s_hc_xhby,https://www.xhby.net/content/s69afe938e4b0a737d394c74c.html,
